bing-query-logs-semantic-01-time-to-decimal,Algorithmic
bing-query-logs-semantic-02-scientific-notation,Algorithmic
bing-query-logs-semantic-03-fractional-notation,Algorithmic
bing-query-logs-semantic-04-hex-to-ascii,Algorithmic
bing-query-logs-semantic-05-decimal-notation,Algorithmic
bing-query-logs-semantic-06-rgb-to-hex,Algorithmic
bing-query-logs-semantic-07-decimal-to-hex,Algorithmic
bing-query-logs-semantic-08-utm-to-lat-long,Algorithmic
bing-query-logs-semantic-09-cm-to-feet-inch,Algorithmic
bing-query-logs-semantic-10-bin-to-hex,Algorithmic
bing-query-logs-semantic-11-roman-num,Algorithmic
bing-query-logs-semantic-12-slope to degrees,Algorithmic
bing-query-logs-semantic-13-regular-time-to-military-time,Algorithmic
bing-query-logs-semantic-14-lat-long-to-utm,Algorithmic
bing-query-logs-semantic-15-rgb-to- cmyk,Algorithmic
bing-query-logs-semantic-16-military-time to-standard-time,Algorithmic
bing-query-logs-semantic-17-cmyk-to-rgb,Algorithmic
bing-query-logs-semantic-18-bin-to-decimal,Algorithmic
bing-query-logs-semantic-19-time-span-to-str,Algorithmic
bing-query-logs-semantic-20-html-to-txt,Algorithmic
bing-query-logs-semantic-21-hex-to-bin,Algorithmic
bing-query-logs-semantic-22-pt-et,Algorithmic
bing-query-logs-semantic-23-address-to-coordinates,General
bing-query-logs-semantic-24-hex-to-rgb,Algorithmic
bing-query-logs-semantic-25-hijri-to-gregorian,Algorithmic
bing-query-logs-semantic-26-ascii-to-hex,Algorithmic
bing-query-logs-semantic-27-psia-to-psig,Algorithmic
bing-query-logs-semantic-28-dec-min-to-time,Algorithmic
bing-query-logs-semantic-29-decimal-deg-time-deg,Algorithmic
bing-query-logs-semantic-30-long-lat-to-MGRS,Algorithmic
bing-query-logs-semantic-31-women-shoe-to-men,Numbers
bing-query-logs-semantic-32-excel-date-to-datetime,Algorithmic
bing-query-logs-semantic-33-decimal-to-octal,Algorithmic
bing-query-logs-semantic-34-rgb-to-pantone,Algorithmic
bing-query-logs-semantic-35-yyyymmdd-to-datetime,Algorithmic
bing-query-logs-semantic-36-month-num-to-name,Algorithmic
bing-query-logs-semantic-38-mgrs-to-lat-long,Algorithmic
bing-query-logs-semantic-39-mixed-num-to-decimal,Algorithmic
bing-query-logs-semantic-40-bin-decimal,Algorithmic
bing-query-logs-semantic-41-Coordinate-to-nad83,Algorithmic
bing-query-logs-semantic-42-dec-to-hex,Algorithmic
bing-query-logs-semantic-43-grams-to-ounces-and-pounds,Algorithmic
bing-query-logs-semantic-44-pst-to-est,Algorithmic
bing-query-logs-semantic-46-mixed-num-decimal,Algorithmic
bing-query-logs-semantic-47-CST-to-EST,Algorithmic
bing-query-logs-semantic-48-hourly-wage-salary,Algorithmic
bing-query-logs-semantic-49-polar-to-rectangular,Algorithmic
bing-query-logs-semantic-50-num-to-roman,Algorithmic
bing-query-logs-unit-1-mm-to-inch,Numbers
bing-query-logs-unit-10-km-to-mile,Numbers
bing-query-logs-unit-11-km-to-mile,Numbers
bing-query-logs-unit-12-inch-to-feet,Numbers
bing-query-logs-unit-13-b-to-kg,Numbers
bing-query-logs-unit-14-b-to-kg,Numbers
bing-query-logs-unit-15-m-to-feet,Numbers
bing-query-logs-unit-16-g-to-b,Numbers
bing-query-logs-unit-17-L-to-gal,Numbers
bing-query-logs-unit-18-dollar-to-euro,Numbers
bing-query-logs-unit-19-mm-to-inch,Numbers
bing-query-logs-unit-2-meter-to-feet,Numbers
bing-query-logs-unit-20-g-to-oz,Numbers
bing-query-logs-unit-21-inch-to-cm,Numbers
bing-query-logs-unit-22-ml-to-oz,Numbers
bing-query-logs-unit-23-cm-to-inch,Numbers
bing-query-logs-unit-24-cm-to-feet,Numbers
bing-query-logs-unit-25-fahrenheit-to--celsius,Numbers
bing-query-logs-unit-26-grams-to-cups,Numbers
bing-query-logs-unit-27-feet-to-inches,Numbers
bing-query-logs-unit-28-mm-to-cm,Numbers
bing-query-logs-unit-29-square feet-to-acres,Numbers
bing-query-logs-unit-3-Celsius-to-Fahrenheit,Numbers
bing-query-logs-unit-30-inch-to-cm,Numbers
bing-query-logs-unit-31-kb-to-mb,Numbers
bing-query-logs-unit-32-oz-to-g,Numbers
bing-query-logs-unit-33-inch-to-mm,Numbers
bing-query-logs-unit-34-gallons-to-cups,Numbers
bing-query-logs-unit-35-euro-to-dollar,Numbers
bing-query-logs-unit-36-inch-to-cm,Numbers
bing-query-logs-unit-37-mb-to-gb,Numbers
bing-query-logs-unit-38-Celsuis-to-Kelvin,Numbers
bing-query-logs-unit-39-oz-to-lb,Numbers
bing-query-logs-unit-4-kg-to-b,Numbers
bing-query-logs-unit-40-meter-to-mile,Numbers
bing-query-logs-unit-41-lb-to-g,Numbers
bing-query-logs-unit-42-oz-to-cup,Numbers
bing-query-logs-unit-43-m-to-inch,Numbers
bing-query-logs-unit-44-pound-to-dollar,Numbers
bing-query-logs-unit-45-square meters-to-square feet,Numbers
bing-query-logs-unit-46-square feet-to-square yards,Numbers
bing-query-logs-unit-47-inch-to-m,Numbers
bing-query-logs-unit-48-acres-to-square feet,Numbers
bing-query-logs-unit-49-L-to-oz,Numbers
bing-query-logs-unit-5-cm-to-inch,Numbers
bing-query-logs-unit-50-mg-to-ml,Numbers
bing-query-logs-unit-6-feet-to-m,Numbers
bing-query-logs-unit-7-US Dollar-to-euros,Numbers
bing-query-logs-unit-8-inch-to-mm,Numbers
bing-query-logs-unit-9-mile-to-km,Numbers
bing-query-logs-unit-semantic-37-speed-conversion-m-s-to-mph,Numbers
bing-query-logs-unit-semantic-45-minutes-to-hundredths-minutes-to-.,Numbers
FF-Trifacta-GoogleRefine-example-file-accent,Algorithmic
FF-Trifacta-GoogleRefine-example-file-acronym-ff-fail,String
FF-Trifacta-GoogleRefine-example-file-aka-ff-fail,String
FF-Trifacta-GoogleRefine-example-file-craigslist1,String
FF-Trifacta-GoogleRefine-example-file-craigslist2,String
FF-Trifacta-GoogleRefine-example-file-dob,String
FF-Trifacta-GoogleRefine-example-file-duke-ds-1,String
FF-Trifacta-GoogleRefine-example-file-duke-ds-2,String
FF-Trifacta-GoogleRefine-example-file-extractdate,String
FF-Trifacta-GoogleRefine-example-file-firstkchar-ff-fail,String
FF-Trifacta-GoogleRefine-example-file-googlerefine-step1,String
FF-Trifacta-GoogleRefine-example-file-googlerefine-step2-ff-fail,String
FF-Trifacta-GoogleRefine-example-file-googlerefine-step3-ff-fail,String
FF-Trifacta-GoogleRefine-example-file-hierarchical1-ff-fail,String
FF-Trifacta-GoogleRefine-example-file-hierarchical2-ff-fail,String
FF-Trifacta-GoogleRefine-example-file-name2,String
FF-Trifacta-GoogleRefine-example-file-phone,String
FF-Trifacta-GoogleRefine-example-file-phonebranch,String
FF-Trifacta-GoogleRefine-example-file-phonebranch-ff-fail,String
FF-Trifacta-GoogleRefine-example-file-regexjoin-ff-fail,String
FF-Trifacta-GoogleRefine-example-file-removepunctuation,String
FF-Trifacta-GoogleRefine-example-file-removequote,String
FF-Trifacta-GoogleRefine-example-file-removespace-ff-fail,String
FF-Trifacta-GoogleRefine-example-file-reverse,String
FF-Trifacta-GoogleRefine-example-file-reverse2,String
FF-Trifacta-GoogleRefine-example-file-split-combine-partial-match-ff-fail,String
FF-Trifacta-GoogleRefine-example-file-ssn,String
FF-Trifacta-GoogleRefine-example-file-stringcase2,String
FF-Trifacta-GoogleRefine-example-file-trifacta-step1,String
FF-Trifacta-GoogleRefine-example-file-trifacta-step2,String
FF-Trifacta-GoogleRefine-example-file-trifacta-step4-ff-fail,Algorithmic
FF-Trifacta-GoogleRefine-example-file-trifacta-step5-ff-fail,Algorithmic
FF-Trifacta-GoogleRefine-example-file-unit-convert1,Algorithmic
FF-Trifacta-GoogleRefine-example-file-upperaccent,Algorithmic
FF-Trifacta-GoogleRefine-example-file-wikilist1,String
FF-Trifacta-GoogleRefine-example-file-wikilist2-ff-fail,String
FF-Trifacta-GoogleRefine-example-file-wikilist3-ff-fail,String
FF-Trifacta-GoogleRefine-example-file-yelp1-ff-fail,String
FF-Trifacta-GoogleRefine-example-file-yelp2,String
FF-Trifacta-GoogleRefine-example-file-yelpregex2-ff-fail,Algorithmic
FF-Trifacta-GoogleRefine-example-file-yelpregex3-ff-fail,Algorithmic
headcase-datetime-diff-transformation,Algorithmic
headcase-funct-bytesize,Algorithmic
headcase-funct-bytesize2,Algorithmic
headcase-funct-bytesize3,Algorithmic
headcase-funct-comp-address-city,String
headcase-funct-comp-address-state,String
headcase-funct-comp-address-street,String
headcase-funct-comp-address-streetline,String
headcase-funct-comp-datetime,Algorithmic
headcase-funct-comp-datetime-timezone,Algorithmic
headcase-funct-comp-pname,String
headcase-funct-comp-pname-initials,String
headcase-funct-comp-pname-lastname,String
headcase-funct-datetime-daysofweek,Algorithmic
headcase-funct-datetime-month,Algorithmic
headcase-funct-datetime-month2,Algorithmic
headcase-funct-domain-sld,String
headcase-funct-domain-tld,String
headcase-funct-email,Algorithmic
headcase-funct-expression,Algorithmic
headcase-funct-iprange-begin,Algorithmic
headcase-funct-iprange-end,Algorithmic
headcase-funct-ipv4v6,Algorithmic
headcase-funct-isbn10to13,Algorithmic
headcase-funct-nmea-bearing,String
headcase-funct-nmea-speed,Algorithmic
headcase-funct-unit,Algorithmic
headcase-funct-user-agent,String
headcase-input-splitter1,Algorithmic
headcase-input-splitter2,String
headcase-numeric-const-significant,Algorithmic
headcase-numeric-currency,Algorithmic
headcase-numeric-fahrenheit,Algorithmic
headcase-numeric-linear,Numbers
headcase-numeric-padding,String
headcase-numeric-rounding,Algorithmic
headcase-numeric-scientific-notation,Algorithmic
headcase-numeric-scientific-notation2,Algorithmic
headcase-string-camelize-transformation,String
headcase-string-padleft-transformation,String
headcase-string-uppercaseing-transformation,String
stackoverflow-01-scientific-notation,Algorithmic
stackoverflow-03-rm-html-tags,Algorithmic
stackoverflow-04-Distinct-chars,Algorithmic
stackoverflow-05-url-to-domain,String
stackoverflow-06-url-to-site,String
stackoverflow-07-url-to-domain,String
stackoverflow-08-html-spaces,Algorithmic
stackoverflow-09-file-ext-to-mime,General
stackoverflow-10-kg-to-pounds,Numbers
stackoverflow-11-format-num,String
stackoverflow-12-format-file-size,Algorithmic
stackoverflow-13-format-num,String
stackoverflow-14-pad-num,String
stackoverflow-15-parse-int,String
stackoverflow-16-extract-month,Algorithmic
stackoverflow-17-leave-space,String
stackoverflow-18-camel-case,String
stackoverflow-19-uppercase,String
stackoverflow-20-remove-multiple-space,Algorithmic
stackoverflow-21-seo-friendly-url,String
stackoverflow-22-phone,String
stackoverflow-23-phone,String
stackoverflow-24-sort-letters,Algorithmic
stackoverflow-25-month-to-num,Algorithmic
stackoverflow-26-xml,String
stackoverflow-27-F-to-C,Numbers
stackoverflow-28-remove-symbols,String
